image_path,category,filename,valence_score,arousal_score,high_valence,low_valence,high_arousal,low_arousal,valence_bias_applied,valence_class,arousal_class,quadrant,valence_z,arousal_z,valence_normalized,arousal_normalized,source_dir
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0011_normal.png,normal_grey,texture_0011_normal.png,0.04401855468749999,0.0015869140625,0.2752197265625,0.231201171875,0.22900390625,0.2274169921875,0.05,high,high,high_high,-0.12690404953004794,2.399554792218078,-0.050761619812019175,0.9598219168872312,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0012_normal.png,normal_grey,texture_0012_normal.png,0.04182128906249999,-0.0096435546875,0.2488525390625,0.20703125,0.1981201171875,0.207763671875,0.05,high,low,high_low,-0.6368812532228831,-1.0566806900388457,-0.2547525012891533,-0.42267227601553825,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0013_normal.png,normal_grey,texture_0013_normal.png,0.04999999999999999,-0.005859375,0.18720703125,0.13720703125,0.13427734375,0.14013671875,0.05,high,low,high_low,1.2613672271893368,0.1079203963738134,0.5045468908757347,0.04316815854952536,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0014_normal.png,normal_grey,texture_0014_normal.png,0.04426269531249999,-0.0074462890625,0.2483642578125,0.2041015625,0.197509765625,0.2049560546875,0.05,high,low,high_low,-0.07023991578639958,-0.38046070437988233,-0.028095966314559833,-0.15218428175195292,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0015_normal.png,normal_grey,texture_0015_normal.png,0.03876953124999999,-0.0020751953125,0.1878173828125,0.1490478515625,0.142333984375,0.1444091796875,0.05,high,low,high_low,-1.3451829250184877,1.2725214827864724,-0.5380731700073951,0.5090085931145889,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0016_normal.png,normal_grey,texture_0016_normal.png,0.04804687499999999,-0.0091552734375,0.243359375,0.1953125,0.189697265625,0.1988525390625,0.05,high,low,high_low,0.80805415724015,-0.9064095821146316,0.32322166289605997,-0.36256383284585264,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0018_normal.png,normal_grey,texture_0018_normal.png,0.04768066406249999,-0.0084228515625,0.2517822265625,0.2041015625,0.19873046875,0.2071533203125,0.05,high,low,high_low,0.7230579566246774,-0.6810029202283104,0.28922318264987096,-0.2724011680913242,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0019_normal.png,normal_grey,texture_0019_normal.png,0.04523925781249999,-0.0047607421875,0.2542236328125,0.208984375,0.2042236328125,0.208984375,0.05,high,low,high_low,0.15641661918819383,0.4460303892032951,0.06256664767527753,0.17841215568131802,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0020_normal.png,normal_grey,texture_0020_normal.png,0.04401855468749999,-0.01025390625,0.2769287109375,0.23291015625,0.2247314453125,0.2349853515625,0.05,high,low,high_low,-0.12690404953004794,-1.2445195749441134,-0.050761619812019175,-0.49780782997764533,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0021_normal.png,normal_grey,texture_0021_normal.png,0.04645996093749999,-0.0084228515625,0.225048828125,0.1785888671875,0.172607421875,0.1810302734375,0.05,high,low,high_low,0.4397372879064356,-0.6810029202283104,0.17589491516257424,-0.2724011680913242,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0022_normal.png,normal_grey,texture_0022_normal.png,0.04597167968749999,-0.0067138671875,0.2337158203125,0.187744140625,0.182373046875,0.1890869140625,0.05,high,low,high_low,0.3264090204191389,-0.15505404249356122,0.13056360816765555,-0.06202161699742449,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0023_normal.png,normal_grey,texture_0023_normal.png,0.04511718749999999,-0.0101318359375,0.26484375,0.2197265625,0.212158203125,0.2222900390625,0.05,high,low,high_low,0.12808455231636964,-1.2069517979630597,0.05123382092654786,-0.4827807191852239,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0024_normal.png,normal_grey,texture_0024_normal.png,0.03974609374999999,-0.01123046875,0.2334716796875,0.1937255859375,0.1829833984375,0.1942138671875,0.05,high,low,high_low,-1.1185263900438942,-1.5450617907925415,-0.4474105560175577,-0.6180247163170166,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0025_normal.png,normal_grey,texture_0025_normal.png,0.04682617187499999,-0.0029296875,0.270947265625,0.22412109375,0.2210693359375,0.2239990234375,0.05,high,low,high_low,0.5247334885219082,1.0095470439190979,0.20989339540876326,0.40381881756763915,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0026_normal.png,normal_grey,texture_0026_normal.png,0.04401855468749999,-0.009033203125,0.227490234375,0.1834716796875,0.1759033203125,0.1849365234375,0.05,high,low,high_low,-0.12690404953004794,-0.8688418051335781,-0.050761619812019175,-0.3475367220534312,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0028_normal.png,normal_grey,texture_0028_normal.png,0.03791503906249999,0.0059814453125,0.2349365234375,0.197021484375,0.1939697265625,0.18798828125,0.05,high,high,high_high,-1.5435073931212568,3.751994763536005,-0.6174029572485027,1.0,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0029_normal.png,normal_grey,texture_0029_normal.png,0.03742675781249999,-0.0081787109375,0.247998046875,0.2105712890625,0.2001953125,0.2083740234375,0.05,high,low,high_low,-1.6568356606085535,-0.6058673662662034,-0.6627342642434214,-0.24234694650648136,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0030_normal.png,normal_grey,texture_0030_normal.png,0.04304199218749999,-0.0098876953125,0.26630859375,0.2232666015625,0.21484375,0.2247314453125,0.05,high,low,high_low,-0.35356058450464134,-1.1318162440009527,-0.14142423380185654,-0.4527264976003811,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0031_normal.png,normal_grey,texture_0031_normal.png,0.04768066406249999,-0.00732421875,0.2549560546875,0.207275390625,0.202392578125,0.209716796875,0.05,high,low,high_low,0.7230579566246774,-0.3428929273988288,0.28922318264987096,-0.13715717095953153,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0032_normal.png,normal_grey,texture_0032_normal.png,0.04816894531249999,-0.0029296875,0.27265625,0.2244873046875,0.22216796875,0.22509765625,0.05,high,low,high_low,0.836386224111974,1.0095470439190979,0.3345544896447896,0.40381881756763915,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0033_normal.png,normal_grey,texture_0033_normal.png,0.04914550781249999,-0.0042724609375,0.2635009765625,0.21435546875,0.2117919921875,0.216064453125,0.05,high,low,high_low,1.0630427590865674,0.5963014971275091,0.42521710363462695,0.23852059885100366,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0034_normal.png,normal_grey,texture_0034_normal.png,0.04694824218749999,-0.010009765625,0.2542236328125,0.207275390625,0.20068359375,0.210693359375,0.05,high,low,high_low,0.5530655553937324,-1.1693840209820061,0.22122622215749294,-0.46775360839280244,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0035_normal.png,normal_grey,texture_0035_normal.png,0.04597167968749999,-0.008544921875,0.2652099609375,0.21923828125,0.212890625,0.221435546875,0.05,high,low,high_low,0.3264090204191389,-0.718570697209364,0.13056360816765555,-0.28742827888374556,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0036_normal.png,normal_grey,texture_0036_normal.png,0.04145507812499999,-0.0081787109375,0.2466552734375,0.2052001953125,0.1968994140625,0.205078125,0.05,high,low,high_low,-0.7218774538383557,-0.6058673662662034,-0.2887509815353423,-0.24234694650648136,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0037_normal.png,normal_grey,texture_0037_normal.png,0.05439453124999999,-0.0103759765625,0.2647216796875,0.2103271484375,0.207275390625,0.2176513671875,0.05,high,low,high_low,2.2813216345750074,-1.2820873519251668,0.9125286538300029,-0.5128349407700667,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0038_normal.png,normal_grey,texture_0038_normal.png,0.04194335937499999,-0.0048828125,0.2742431640625,0.2322998046875,0.225830078125,0.230712890625,0.05,high,low,high_low,-0.6085491863510589,0.40846261222224156,-0.24341967454042357,0.16338504488889663,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0039_normal.png,normal_grey,texture_0039_normal.png,0.04157714843749999,-0.0093994140625,0.2669189453125,0.225341796875,0.2164306640625,0.225830078125,0.05,high,low,high_low,-0.6935453869665315,-0.9815451360767387,-0.2774181547866126,-0.3926180544306955,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0040_normal.png,normal_grey,texture_0040_normal.png,0.04060058593749999,-0.0045166015625,0.2619140625,0.2213134765625,0.21435546875,0.2188720703125,0.05,high,low,high_low,-0.9202019219411249,0.5211659431654021,-0.36808076877644996,0.20846637726616085,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0041_normal.png,normal_grey,texture_0041_normal.png,0.03779296874999999,-0.0062255859375,0.22919921875,0.19140625,0.18212890625,0.1883544921875,0.05,high,low,high_low,-1.571839459993081,-0.0047829345693471605,-0.6287357839972324,-0.0019131738277388642,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0042_normal.png,normal_grey,texture_0042_normal.png,0.03901367187499999,-0.00439453125,0.2615478515625,0.2225341796875,0.21484375,0.21923828125,0.05,high,low,high_low,-1.2885187912748393,0.5587337201464556,-0.5154075165099357,0.22349348805858224,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0043_normal.png,normal_grey,texture_0043_normal.png,0.04145507812499999,-0.009521484375,0.2237060546875,0.1822509765625,0.1732177734375,0.1827392578125,0.05,high,low,high_low,-0.7218774538383557,-1.019112913057792,-0.2887509815353423,-0.40764516522311683,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0045_normal.png,normal_grey,texture_0045_normal.png,0.04816894531249999,-0.00732421875,0.267041015625,0.2188720703125,0.2142333984375,0.2215576171875,0.05,high,low,high_low,0.836386224111974,-0.3428929273988288,0.3345544896447896,-0.13715717095953153,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0046_normal.png,normal_grey,texture_0046_normal.png,0.04621582031249999,-0.008056640625,0.2793701171875,0.233154296875,0.2271728515625,0.2352294921875,0.05,high,low,high_low,0.38307315416278725,-0.5682995892851499,0.1532292616651149,-0.22731983571405995,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0047_normal.png,normal_grey,texture_0047_normal.png,0.04401855468749999,-0.0076904296875,0.2329833984375,0.18896484375,0.18212890625,0.1898193359375,0.05,high,low,high_low,-0.12690404953004794,-0.45559625834198936,-0.050761619812019175,-0.18223850333679575,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0048_normal.png,normal_grey,texture_0048_normal.png,0.04291992187499999,-0.00244140625,0.2765625,0.233642578125,0.2288818359375,0.2313232421875,0.05,high,low,high_low,-0.38189265137646555,1.159818151843312,-0.15275706055058622,0.46392726073732476,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0049_normal.png,normal_grey,texture_0049_normal.png,0.04426269531249999,-0.004638671875,0.268994140625,0.2247314453125,0.219482421875,0.22412109375,0.05,high,low,high_low,-0.07023991578639958,0.4835981661843486,-0.028095966314559833,0.19343926647373944,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0050_normal.png,normal_grey,texture_0050_normal.png,0.05170898437499999,-0.008056640625,0.248974609375,0.197265625,0.194091796875,0.2021484375,0.05,high,low,high_low,1.6580161633948753,-0.5682995892851499,0.6632064653579501,-0.22731983571405995,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0051_normal.png,normal_grey,texture_0051_normal.png,0.04768066406249999,-0.00634765625,0.24921875,0.2015380859375,0.1971435546875,0.2034912109375,0.05,high,low,high_low,0.7230579566246774,-0.042350711550400676,0.28922318264987096,-0.01694028462016027,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0052_normal.png,normal_grey,texture_0052_normal.png,0.04560546874999999,-0.00537109375,0.248486328125,0.202880859375,0.197998046875,0.203369140625,0.05,high,low,high_low,0.24141281980366636,0.25819150429802745,0.09656512792146654,0.10327660171921098,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0053_normal.png,normal_grey,texture_0053_normal.png,0.03937988281249999,-0.0018310546875,0.2625244140625,0.22314453125,0.2169189453125,0.21875,0.05,high,low,high_low,-1.2035225906593667,1.3476570367485794,-0.4814090362637467,0.5390628146994317,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0054_normal.png,normal_grey,texture_0054_normal.png,0.04487304687499999,-0.00390625,0.2498291015625,0.2049560546875,0.200439453125,0.204345703125,0.05,high,low,high_low,0.0714204185727213,0.7090048280706697,0.02856816742908852,0.2836019312282679,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0055_normal.png,normal_grey,texture_0055_normal.png,0.03937988281249999,-0.010009765625,0.254833984375,0.2154541015625,0.205078125,0.215087890625,0.05,high,low,high_low,-1.2035225906593667,-1.1693840209820061,-0.4814090362637467,-0.46775360839280244,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0057_normal.png,normal_grey,texture_0057_normal.png,0.03413085937499999,-0.0068359375,0.256298828125,0.22216796875,0.2108154296875,0.2176513671875,0.05,high,low,high_low,-2.4218014661478064,-0.19262181947461474,-0.9687205864591226,-0.0770487277898459,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0058_normal.png,normal_grey,texture_0058_normal.png,0.04438476562499999,-0.001953125,0.215283203125,0.1708984375,0.1671142578125,0.1690673828125,0.05,high,low,high_low,-0.04190784891457541,1.310089259767526,-0.016763139565830164,0.5240357039070104,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0059_normal.png,normal_grey,texture_0059_normal.png,0.04450683593749999,-0.0059814453125,0.2710693359375,0.2265625,0.2208251953125,0.226806640625,0.05,high,low,high_low,-0.013575782042751233,0.07035261939275987,-0.005430312817100493,0.028141047757103948,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0060_normal.png,normal_grey,texture_0060_normal.png,0.04792480468749999,0.0008544921875,0.2727783203125,0.224853515625,0.2242431640625,0.223388671875,0.05,high,high,high_high,0.7797220903683257,2.1741481303317567,0.3118888361473303,0.8696592521327027,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0061_normal.png,normal_grey,texture_0061_normal.png,0.04047851562499999,-0.0087890625,0.255322265625,0.21484375,0.2056884765625,0.2144775390625,0.05,high,low,high_low,-0.9485339888129491,-0.7937062511714711,-0.37941359552517967,-0.31748250046858845,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0062_normal.png,normal_grey,texture_0062_normal.png,0.04902343749999999,-0.007080078125,0.2403076171875,0.1912841796875,0.187255859375,0.1943359375,0.05,high,low,high_low,1.0347106922147433,-0.2677573734367218,0.41388427688589735,-0.10710294937468871,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0063_normal.png,normal_grey,texture_0063_normal.png,0.04230957031249999,-0.00341796875,0.27802734375,0.2357177734375,0.230224609375,0.233642578125,0.05,high,low,high_low,-0.5235529857355864,0.8592759359948837,-0.20942119429423456,0.3437103743979535,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0064_normal.png,normal_grey,texture_0064_normal.png,0.04780273437499999,-0.00146484375,0.26826171875,0.220458984375,0.2186279296875,0.2200927734375,0.05,high,low,high_low,0.7513900234965015,1.46036036769174,0.3005560093986006,0.584144147076696,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0065_normal.png,normal_grey,texture_0065_normal.png,0.04560546874999999,-0.0086669921875,0.23994140625,0.1943359375,0.187744140625,0.1964111328125,0.05,high,low,high_low,0.24141281980366636,-0.7561384741904175,0.09656512792146654,-0.302455389676167,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0066_normal.png,normal_grey,texture_0066_normal.png,0.04499511718749999,-0.0076904296875,0.240185546875,0.1951904296875,0.1888427734375,0.196533203125,0.05,high,low,high_low,0.09975248544454549,-0.45559625834198936,0.03990099417781819,-0.18223850333679575,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0067_normal.png,normal_grey,texture_0067_normal.png,0.04206542968749999,-0.006103515625,0.2468994140625,0.204833984375,0.19775390625,0.203857421875,0.05,high,low,high_low,-0.5802171194792348,0.03278484241170636,-0.23208684779169392,0.013113936964682544,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0070_normal.png,normal_grey,texture_0070_normal.png,0.05402832031249999,-0.0054931640625,0.26484375,0.2108154296875,0.2100830078125,0.215576171875,0.05,high,low,high_low,2.196325433959535,0.22062372731697394,0.8785301735838139,0.08824949092678958,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0071_normal.png,normal_grey,texture_0071_normal.png,0.05048828124999999,-0.010498046875,0.2384765625,0.18798828125,0.1829833984375,0.1934814453125,0.05,high,low,high_low,1.3746954946766334,-1.3196551289062204,0.5498781978706534,-0.5278620515624881,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0072_normal.png,normal_grey,texture_0072_normal.png,0.04084472656249999,-0.0076904296875,0.25166015625,0.2108154296875,0.202392578125,0.2100830078125,0.05,high,low,high_low,-0.8635377881974766,-0.45559625834198936,-0.34541511527899066,-0.18223850333679575,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0073_normal.png,normal_grey,texture_0073_normal.png,0.04450683593749999,-0.009765625,0.2554443359375,0.2109375,0.203369140625,0.213134765625,0.05,high,low,high_low,-0.013575782042751233,-1.094248467019899,-0.005430312817100493,-0.4376993868079596,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0074_normal.png,normal_grey,texture_0074_normal.png,0.04768066406249999,-0.0040283203125,0.2713134765625,0.2236328125,0.220458984375,0.2244873046875,0.05,high,low,high_low,0.7230579566246774,0.6714370510896162,0.28922318264987096,0.26857482043584646,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0075_normal.png,normal_grey,texture_0075_normal.png,0.04755859374999999,-0.0086669921875,0.258984375,0.21142578125,0.205810546875,0.2144775390625,0.05,high,low,high_low,0.6947258897528532,-0.7561384741904175,0.2778903559011413,-0.302455389676167,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0076_normal.png,normal_grey,texture_0076_normal.png,0.03510742187499999,-0.00927734375,0.2453125,0.210205078125,0.1981201171875,0.2073974609375,0.05,high,low,high_low,-2.1951449311732127,-0.9439773590956851,-0.8780579724692851,-0.37759094363827406,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0077_normal.png,normal_grey,texture_0077_normal.png,0.04743652343749999,-0.010986328125,0.25751953125,0.2100830078125,0.2032470703125,0.2142333984375,0.05,high,low,high_low,0.666393822881029,-1.4699262368304344,0.2665575291524116,-0.5879704947321738,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0078_normal.png,normal_grey,texture_0078_normal.png,0.04316406249999999,-0.0076904296875,0.2647216796875,0.2215576171875,0.2142333984375,0.221923828125,0.05,high,low,high_low,-0.3252285176328172,-0.45559625834198936,-0.13009140705312688,-0.18223850333679575,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0079_normal.png,normal_grey,texture_0079_normal.png,0.03693847656249999,-0.001953125,0.2503173828125,0.21337890625,0.205810546875,0.207763671875,0.05,high,low,high_low,-1.7701639280958503,1.310089259767526,-0.7080655712383401,0.5240357039070104,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0080_normal.png,normal_grey,texture_0080_normal.png,0.04462890624999999,-0.0115966796875,0.2588623046875,0.2142333984375,0.2056884765625,0.21728515625,0.05,high,low,high_low,0.014756284829072945,-1.657765121735702,0.005902513931629178,-0.6631060486942808,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0081_normal.png,normal_grey,texture_0081_normal.png,0.04243164062499999,-0.0064697265625,0.2661865234375,0.2237548828125,0.2166748046875,0.22314453125,0.05,high,low,high_low,-0.49522091886376224,-0.0799184885314542,-0.1980883675455049,-0.03196739541258168,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0082_normal.png,normal_grey,texture_0082_normal.png,0.04096679687499999,-0.0067138671875,0.2437255859375,0.2027587890625,0.1949462890625,0.20166015625,0.05,high,low,high_low,-0.8352057213256524,-0.15505404249356122,-0.33408228853026095,-0.06202161699742449,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0083_normal.png,normal_grey,texture_0083_normal.png,0.04096679687499999,-0.0059814453125,0.2541015625,0.213134765625,0.20556640625,0.2115478515625,0.05,high,low,high_low,-0.8352057213256524,0.07035261939275987,-0.33408228853026095,0.028141047757103948,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0084_normal.png,normal_grey,texture_0084_normal.png,0.04475097656249999,-0.00537109375,0.2735107421875,0.228759765625,0.223388671875,0.228759765625,0.05,high,low,high_low,0.04308835170089712,0.25819150429802745,0.017235340680358847,0.10327660171921098,normal_grey
E:\ML For Design\Final\Machine_Aesthetics\texture_extractor\data\hugging_data\normal_grey\texture_0085_normal.png,normal_grey,texture_0085_normal.png,0.04645996093749999,0.0006103515625,0.2608154296875,0.21435546875,0.212890625,0.2122802734375,0.05,high,high,high_high,0.4397372879064356,2.09901257636965,0.17589491516257424,0.83960503054786,normal_grey
