start,end,text,emotion,valence,arousal,dominance,duration
110.33600000000001,115.096,"Consumer spending solid, but it did start to drop a little bit, and we've seen that through",neutral,-0.00259696969696971,0.3802699300699318,0.24490000000000112,4.759999999999991
115.096,116.096,a number of surveys.,neutral,-0.0024566433566433686,0.3802601398601415,0.24490000000000112,1.0
116.096,117.096,So.,neutral,-0.0018179487179487263,0.3802932400932417,0.24490000000000112,1.0
116.832,120.99199999999999,"If businesses are trying to for run buying huge amounts of equipment,",neutral,-0.0007571095571095592,0.3802554778554796,0.24490000000000112,4.159999999999997
120.99199999999999,124.192,bringing things in imports and consumers are starting to slow down.,neutral,-0.0014643356643356702,0.3802606060606078,0.24490000000000112,3.200000000000003
124.736,127.696,"and businesses aren't going to keep spending like that because of the uncertainty, because",neutral,-0.0011023310023310067,0.38017459207459375,0.24490000000000112,2.9599999999999937
127.696,131.056,they don't know where the tariffs are going to be in the weeks and months ahead.,neutral,-0.0012769230769230826,0.38020489510489675,0.24490000000000112,3.3600000000000136
131.056,136.17600000000002,"The reality is, when economists look forward, including this report, they're saying this",neutral,-0.0010083916083916129,0.38034335664335833,0.24490000000000112,5.1200000000000045
136.17600000000002,138.936,"is a very, very uncertain moment.",neutral,-0.000634965034965038,0.3804132867132884,0.24490000000000112,2.759999999999991
138.936,143.856,"But the idea that this is all about Biden or, as Trump said in his social post, says",neutral,-2.0979020979022745e-06,0.38046107226107395,0.24490000000000112,4.9199999999999875
143.856,148.656,"nothing to do with tariffs, it is very much about Trump and it has everything to do with",neutral,0.0023324009324009365,0.38044428904429073,0.24490000000000112,4.800000000000011
148.656,149.656,tariffs.,neutral,-0.000386013986013988,0.38045990675990843,0.24490000000000112,1.0
149.656,153.45600000000002,And I also want to say we did hear the president talk a lot about immigration at the beginning.,neutral,-0.0022757575757575833,0.38045337995338163,0.24490000000000112,3.8000000000000114
153.45600000000002,157.45600000000002,"We're going to talk about that after a break, but I do just want to stick with the economy",neutral,-0.003778787878787893,0.38036573426573594,0.24490000000000112,4.0
157.45600000000002,158.336,because that is.,neutral,-0.0045407925407925575,0.38028344988345153,0.24490000000000112,0.8799999999999955
159.136,162.77599999999998,"far and wide the biggest issue for Americans right now,",neutral,-0.0049104895104895305,0.38011398601398766,0.24490000000000112,3.6399999999999864
162.77599999999998,163.876,understandably.,neutral,-0.004533566433566453,0.38017482517482687,0.24490000000000112,1.1000000000000227
164.224,171.224,You mentioned the tariffs and how that is very much a factor here.,neutral,-0.00464219114219116,0.38020839160839326,0.24490000000000112,7.0
171.224,176.944,"Listen to what Peter Navarro, who is one of the president's top economic advisors, a bullish",neutral,-0.0020610722610722725,0.3801682983683,0.24490000000000112,5.719999999999999
176.944,183.944,supporter of tariffs across the board said on CMDC this morning.,neutral,0.000865034965034966,0.3801766899766917,0.24490000000000112,7.0
182.592,190.512,That's the best negative print I have ever seen in my life.,neutral,0.003004428904428921,0.38017668997669163,0.24490000000000112,7.9199999999999875
190.512,193.71200000000002,The markets need to look beneath the surface of that.,neutral,0.0012596736596736673,0.3801979020979038,0.24490000000000112,3.200000000000017
193.71200000000002,198.55200000000002,We had a 22% increase in domestic investment.,neutral,0.0032163170163170295,0.3802130536130553,0.24490000000000112,4.840000000000003
198.55200000000002,203.89200000000002,That is off the charts when you strip out the inventory and the negative effects of the,neutral,0.004611188811188829,0.38020932400932567,0.24490000000000112,5.340000000000003
203.89200000000002,207.15200000000002,surge in imports because of the tariffs.,neutral,0.005131934731934752,0.38021398601398765,0.24490000000000112,3.259999999999991
207.15200000000002,208.71200000000002,You had 3% growth.,neutral,0.004569463869463887,0.38018904428904593,0.24490000000000112,1.5600000000000023
208.71200000000002,212.632,So we really like where we're at now.,neutral,0.003812587412587429,0.38019347319347485,0.24490000000000112,3.9199999999999875
213.76,214.76,He said it out loud.,neutral,0.0017953379953380034,0.380233333333335,0.24490000000000112,1.0
214.76,216.64,There is a negative effect.,neutral,0.0016167832167832256,0.3802428904428921,0.24490000000000112,1.8799999999999955
216.64,219.48,"You were explaining why, but there is a negative effect.",neutral,0.00010536130536130785,0.38024568764568933,0.24490000000000112,2.8400000000000034
220.064,221.864,right now on the economy.,neutral,-0.0018673659673659755,0.3802296037296054,0.24490000000000112,1.8000000000000114
222.432,226.992,as the economy braces for these tariffs to get even steeper as they were.,neutral,-0.0021808857808857905,0.4037270396270414,0.26545104895105004,4.560000000000002
226.992,228.552,They're already in place.,neutral,-0.0008561771561771599,0.3742948717948734,0.23976223776223884,1.5600000000000023
228.552,231.512,Right. And there's some other things he said during that interview as well that I found,neutral,-0.00044568764568764707,0.3514013986014002,0.2197820512820523,2.960000000000008
231.512,235.63199999999998,"super-nutable. He mentioned the exact point that you made, Phil, which is that so many",neutral,9.90675990675996e-05,0.33503006993007145,0.20551048951049047,4.119999999999976
235.63199999999998,241.75199999999998,companies and businesses were stockpiling on imports in preparation for tariffs. He,neutral,-1.2354312354311235e-05,0.34869883449883593,0.21749860139860233,6.1200000000000045
241.75199999999998,243.832,"tried to spit that as a good thing. He said, look.",neutral,0.0013419580419580474,0.3160069930069944,0.18895547785547873,2.0800000000000125
244.416,247.296,"You know, people are getting ready for the tariffs.",neutral,0.0017706293706293771,0.2964044289044303,0.1718296037296045,2.8799999999999955
247.296,249.296,Tariffs are a good thing as the economy moves on.,neutral,0.002144055944055952,0.2898995337995351,0.16612097902097978,2.0
249.296,253.656,We'll see that these tariffs end up being good for the economy.,neutral,0.002215151515151524,0.3199731934731948,0.1923806526806535,4.360000000000014
253.656,256.176,"And then he also talked about Doge, which I found interesting.",neutral,0.0013219114219114303,0.31020489510489646,0.18381771561771645,2.519999999999982
256.176,260.096,He said some of this is also impacted by the contracting of what we're seeing in the,neutral,0.001807459207459216,0.3200163170163185,0.19238065268065357,3.920000000000016
260.096,261.096,federal government.,neutral,0.0022885780885780966,0.2898195804195817,0.16612097902097978,1.0
261.096,263.456,And so he's trying to spin it that way.,neutral,0.0017473193473193545,0.29665920745920876,0.1718296037296045,2.3600000000000136
263.456,267.096,"All to say I can tell you, and I know this very clearly, that, you know, the White House",neutral,0.0010741258741258787,0.3165226107226121,0.18895547785547873,3.6399999999999864
267.096,270.536,is clearly trying to take a victory lap this week by marking the president's first 100,neutral,0.000658974358974361,0.349352214452216,0.2174986013986024,3.4399999999999977
270.536,271.536,days.,neutral,0.0012923076923076983,0.33569254079254224,0.20551048951049042,1.0
271.536,275.296,"The area where there is a lot of frustration and anxiety, though, behind the scenes, is",neutral,0.0010051282051282099,0.3520351981351997,0.21978205128205225,3.759999999999991
275.296,276.896,on the economy.,neutral,0.0005841491841491872,0.37487132867133033,0.23976223776223884,1.6000000000000227
276.896,281.056,They know that they need to deliver good news to Americans soon.,neutral,-7.365967365967353e-05,0.40417599067599247,0.2654510489510501,4.159999999999968
281.056,286.056,"That's why you're starting to hear from some people like Treasury, Secretary Scott Besen,",neutral,-0.0007393939393939436,0.3804202797202814,0.24490000000000112,5.0
286.056,287.056,some others.,neutral,0.00020093240093240183,0.3801927738927755,0.24490000000000112,1.0
287.056,290.536,"They're trying to preview that there's going to be some sort of deal very soon, whether",neutral,0.0005708624708624739,0.3799694638694656,0.24490000000000112,3.480000000000018
290.536,293.456,on India this week or next week.,neutral,9.580419580419639e-05,0.38022167832168,0.24490000000000112,2.920000000000016
293.456,296.13599999999997,It's because they know they need to give some optimism right now.,neutral,-0.00014475524475524566,0.38025104895105066,0.24490000000000112,2.67999999999995
296.13599999999997,297.456,They need a deal.,neutral,0.00018787878787878857,0.3802529137529154,0.24490000000000112,1.32000000000005
297.456,298.456,Exactly.,neutral,0.0002724941724941735,0.3802645687645705,0.24490000000000112,1.0
298.456,302.856,"And I think the Wall Street sort of executive say that to me, point blank, that at least",neutral,0.00021981351981352072,0.3802860139860157,0.24490000000000112,4.399999999999977
302.856,307.416,"one deal, that that will at least show that something is happening.",neutral,0.00021351981351981427,0.38025431235431406,0.24490000000000112,4.560000000000002
307.416,313.356,"And as I bring you both in, I just want to remind our viewers of what the American people",neutral,1.8648018648018766e-05,0.3802179487179504,0.24490000000000112,5.939999999999998
313.356,315.936,"think and feel, which is what it is.",neutral,-0.0001496503496503497,0.38013659673659844,0.24490000000000112,2.579999999999984
315.936,320.176,"It's all about feeling when it comes to politics, about the economy.",neutral,-7.622377622377679e-05,0.38015780885781053,0.24490000000000112,4.240000000000009
320.704,327.704,71% say that they believe that the economic conditions are,neutral,-9.836829836829893e-05,0.3802247086247103,0.24490000000000112,7.0
329.44,331.08,somewhat or very poor.,neutral,-0.0002130536130536141,0.3801899766899784,0.24490000000000112,1.6399999999999864
331.08,332.88,71%.,neutral,-0.00021888111888112004,0.3802610722610739,0.24490000000000112,1.8000000000000114
332.88,337.8,"Yeah, fear and uncertainty might be a good way to scare illegal immigrants from",neutral,-0.0004123543123543136,0.3804002331002348,0.24490000000000112,4.920000000000016
337.8,342.28,"come to the country, but they don't very well when it comes to America's business leaders",neutral,-0.00014405594405594478,0.3804349650349667,0.24490000000000112,4.479999999999961
342.28,346.15999999999997,making important decisions about the future of their businesses.,neutral,-2.121212121212186e-05,0.38052051282051447,0.24490000000000112,3.8799999999999955
346.15999999999997,352.56,"And you know, look, obviously you can't be taking a victory lap when the American economy",neutral,0.00047878787878787883,0.38017459207459375,0.24490000000000112,6.400000000000034
352.56,355.04,is contracting and not expanding.,neutral,-0.0005237762237762263,0.38065757575757736,0.24490000000000112,2.480000000000018
355.04,356.28,Let's just be real about that.,neutral,-0.0012447552447552494,0.38102074592074764,0.24490000000000112,1.2399999999999523
356.28,357.52,There's no victory here.,neutral,-0.0014037296037296089,0.3811883449883467,0.24490000000000112,1.240000000000009
357.52,362.64,A man who's branded himself for decades in our national public consciousness as a,neutral,-0.0018741258741258812,0.38147715617715783,0.24490000000000112,5.1200000000000045
362.64,368.44,"deal maker, not only is struggling, but he's made such wildly over the top claims,",neutral,-0.0020566433566433645,0.4050111888111905,0.26545104895105004,5.800000000000011
368.44,372.76,"you know, where 100 days into a presidency where he said he would end the Ukraine war in",neutral,-0.002126107226107235,0.3756412587412604,0.23976223776223884,4.319999999999993
372.76,374.72,24 hours.,neutral,-0.001997435897435906,0.3526491841491857,0.2197820512820523,1.9600000000000364
374.72,380.24,"He can't, you know, despite making concession after concession, can't get Vladimir Putin",neutral,-0.0008233100233100279,0.33589580419580567,0.20551048951049047,5.519999999999982
380.24,383.0,to go along with his vision for that.,neutral,0.00013706293706293663,0.32575011655011804,0.19694755244755338,2.759999999999991
383.0,384.0,And it comes to the economy.,neutral,0.000741491841491845,0.32197412587412727,0.194093240093241,1.0
384.0,389.56,"I think what's remarkable is that even after Trump's approval ratings have plunged, after",neutral,8.857808857808881e-05,0.3255666666666681,0.19694755244755333,5.560000000000002
389.56,394.84000000000003,"all of our economic indicators have started flashing red since April 2nd, that quote-unquote",neutral,0.0001163170163170168,0.33530512820512975,0.20551048951049042,5.28000000000003
394.84000000000003,399.48,"liberation day, we still can't say what exactly is the policy.",neutral,0.00016969696969697023,0.3515361305361321,0.21978205128205225,4.639999999999986
399.48,401.52,We still can't say what's going on.,neutral,-0.00024312354312354392,0.3745417249417266,0.23976223776223884,2.0399999999999636
401.52,403.48,And so you have this moment.,neutral,-0.00044522144522144704,0.4039016317016335,0.2654510489510501,1.9600000000000364
403.48,409.56,"Trump is in the cabinet meeting with his salesman, pitchman pitching a vision.",neutral,-0.000772727272727276,0.38032867132867304,0.24490000000000112,6.079999999999984
409.56,415.56,"But no one can say with certainty what the actual policy is, what they can tell you is",neutral,-0.0006675990675990711,0.3802855477855495,0.24490000000000112,6.0
415.56,421.15999999999997,that uncertainty is already proving to be its own form of toxicity in our market.,neutral,-0.0005638694638694662,0.38017459207459375,0.24490000000000112,5.599999999999966
421.888,428.16799999999995,"And listen, as I think Trump benefited from the fact that the economy is a feeling for",neutral,-0.0005762237762237787,0.38020233100233264,0.24490000000000112,6.279999999999973
428.16799999999995,433.448,people. It is deeply personal. It's about what you do when you go to the target or to,neutral,-0.0008967365967366004,0.38033240093240256,0.24490000000000112,5.28000000000003
433.448,439.128,Amazon and look at a price. Is it higher? Is it lower? Do you want to save a little bit,neutral,-0.0009372960372960412,0.3803976689976707,0.24490000000000112,5.680000000000007
439.128,444.488,now for fear that prices are going to get higher a little bit down the line? And so there's,neutral,-0.0008298368298368333,0.380465734265736,0.24490000000000112,5.360000000000014
444.488,449.64799999999997,no amount of deals from India. There's no about of talking about the GDP and saying that,neutral,-0.0006825174825174853,0.38047762237762406,0.24490000000000112,5.159999999999968
449.64799999999997,454.048,it's Biden's fault. That's not how people think about the economy. So this sort of sales,neutral,-0.000731701631701635,0.3804696969696987,0.24490000000000112,4.400000000000034
454.048,459.20799999999997,and pitch that you saw in making about industries coming here and there's going to be a,neutral,-0.00023799533799534004,0.3803223776223793,0.24490000000000112,5.159999999999968
459.20799999999997,463.40799999999996,platinum in Arizona. What does that have to do with whether or not I think I can afford,neutral,-0.00024195804195804375,0.3803585081585098,0.24490000000000112,4.199999999999989
463.40799999999996,467.768,sending my two kids to camp in the summer if I have two kids? I only have one. She will,neutral,-0.0004321678321678337,0.38034918414918584,0.24490000000000112,4.360000000000014
467.768,472.96799999999996,be going to camp. But it's going to be very expensive. But that's how people are thinking,neutral,-0.0008568764568764601,0.38033682983683154,0.24490000000000112,5.199999999999989
472.96799999999996,479.248,"about the economy. And so Peter Navarro and Howard Luckman and Lutnik with their bluster,",neutral,-0.0009752913752913789,0.38036853146853317,0.24490000000000112,6.28000000000003
479.248,486.248,he just doesn't work. And particularly because Donald Trump promised that prices would be lower,neutral,-0.0012706293706293752,0.38045431235431404,0.24490000000000112,7.0
486.248,491.64799999999997,"immediately, right? And that there would be stability in this golden era and that is not",neutral,-0.001040559440559445,0.3804179487179504,0.24490000000000112,5.399999999999977
491.64799999999997,496.84799999999996,"happening. I just want to get one other point in here, which is on the politics of this.",neutral,-0.000788111888111892,0.3803794871794888,0.24490000000000112,5.199999999999989
496.84799999999996,503.40799999999996,"How much on this, just like pretty much everything else, the party has gotten behind Donald",neutral,-0.00041631701631701873,0.38030932400932566,0.24490000000000112,6.560000000000002
503.40799999999996,508.888,"Trump. I mean, he was very clear. Tariffs is what he wanted and that is what he is doing.",neutral,-3.519813519813585e-05,0.38020909090909255,0.24490000000000112,5.480000000000018
509.344,514.664,"The party has, in my time here, has been much more free trade.",neutral,0.000571561771561774,0.3800748251748269,0.24490000000000112,5.319999999999993
514.664,520.064,"And that includes his former vice president, who decided to pen an op-ed in the Wall Street",neutral,0.0004813519813519835,0.3801044289044306,0.24490000000000112,5.399999999999977
520.064,521.664,Journal today.,neutral,0.001451048951048953,0.37965547785547943,0.24490000000000112,1.6000000000000227
521.664,523.104,And here's part of what he said.,neutral,-0.00035524475524475676,0.3804421911421928,0.24490000000000112,1.4400000000000546
523.104,526.684,"Since the president announced his Liberation Day tariffs, the only thing America has been",neutral,0.040818648018648054,0.3728491841491859,0.2696468531468542,3.5799999999999272
526.684,529.864,liberated from is trillions of dollars in investments.,neutral,-0.013574358974359036,0.3835172494172511,0.2387132867132878,3.1800000000000637
529.864,535.024,"Mr. Trump's proposed tariffs would be the largest peacetime tax hike in American history,",neutral,-0.0554184149184151,0.3917759906759924,0.21465384615384717,5.159999999999968
535.024,537.584,tampering consumers and driving inflation.,neutral,-0.0851930069930073,0.3975617715617733,0.1974685314685324,2.5599999999999454
537.584,544.264,"Broad-based tariffs may scratch the populist itch, but protectionist economics are no substitute",neutral,-0.10267365967366004,0.40088974358974533,0.18715734265734355,6.680000000000064
544.264,545.824,for principled conservatism.,angry,-0.10796340326340371,0.40169300699300875,0.18372027972028057,1.5599999999999454
546.688,548.888,"real quick, Bill, what's going on here?",neutral,-0.1010487179487184,0.4000974358974376,0.18715734265734352,2.2000000000000455
548.888,551.168,That was what the Republican Party was.,neutral,-0.0820167832167836,0.39606899766899945,0.19746853146853235,2.2799999999999727
551.168,553.968,"That, to be frank, is what the vast majority of Republicans",neutral,-0.05070163170163197,0.38971282051282224,0.21465384615384708,2.7999999999999545
553.968,557.288,"on Capitol Hill still are, privately, in places",neutral,-0.010683216783216853,0.3822675990676007,0.2387132867132878,3.32000000000005
557.288,558.888,where the president can't hear them.,neutral,0.042392074592074815,0.3720233100233116,0.2696468531468543,1.6000000000000227
559.168,563.548,"They agree with the broader concept, particularly as it pertains to China on these issues in",neutral,-8.927738927739002e-05,0.3801911421911439,0.24490000000000112,4.3799999999999955
563.548,567.408,"terms of the approach that was taken, the scale of the approach that was taken, and what's",neutral,-0.00017342657342657423,0.4037951048951066,0.26545104895105004,3.8600000000000136
567.408,568.448,transpired since.,neutral,-0.00022144522144522234,0.3744256410256427,0.23976223776223884,1.0399999999999636
568.992,573.712,There's widespread disagreement and yet a recognition that one because of Trump's,neutral,-0.000274825174825176,0.35154428904429064,0.2197820512820523,4.720000000000027
573.712,577.432,"grip on the party politically, but also because, man, we're in it.",neutral,-0.00034895104895104814,0.32410536130536155,0.19580582750582776,3.7200000000000273
577.432,579.1519999999999,"Like, we have no other choice.",neutral,-0.0003937062937062931,0.3044952214452217,0.17867995337995368,1.7199999999999136
579.1519999999999,581.9119999999999,This is where we're going and that obviously is what they're stuck with.,neutral,-0.0003874125874125869,0.29989696969696983,0.17468391608391626,2.759999999999991
581.9119999999999,586.232,"Yeah, and I think it's also the subtext is this didn't happen when I was the vice president",neutral,-0.0003083916083916079,0.3174937062937064,0.19009720279720288,4.32000000000005
586.232,588.072,because I made these arguments internally.,neutral,-0.00013496503496503458,0.3644685314685316,0.23119930069930078,1.8400000000000318
